ACWO_1,ACWO_2,ACWO_3,ACWO_4,ACWO_5,ACWO_6,ADMO_1,ADMO_2,ADMO_3,ADMO_4,ADMO_5,ADMO_6,ADRR_1,ADRR_2,ADRR_3,ADRR_4,ADRR_5,ADRR_6,CSO_1,CSO_2,CSO_3,CSO_4,CSO_5,CSO_6,HTB_1,HTB_2,HTB_3,HTB_4,HTB_5,HTB_6,ITP_1,ITP_2,ITP_3,ITP_4,ITP_5,ITP_6,PPL_1,PPL_2,PPL_3,PPL_4,PPL_5,PPL_6,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,RRR_1,RRR_2,RRR_3,RRR_4,RRR_5,RRR_6,TGA_1,TGA_2,TGA_3,TGA_4,TGA_5,TGA_6,Abnormal
1089.0913137988398,846.568905055253,483.53846712230643,726.0608758658932,363.0304379329466,483.53846712230643,1920.772591210139,2068.1425911969177,1972.2183210961798,1966.6975911770858,2000.0460218325243,1689.162481703765,235.73711680371377,250.05631387155654,255.23963504045307,287.08003650653166,288.0673357767977,283.6244890606007,30156.40259122336,30156.40259122336,30156.40259122336,30156.40259122336,30156.40259122336,30156.40259122336,47.10711679049254,47.10711679049254,48.36664233779304,46.860291972926035,45.860291972926035,47.36664233779304,3446.4974817632606,3446.4974817632606,3446.4974817632606,3446.4974817632606,3446.4974817632606,3446.4974817632606,19260.237226349753,18585.482846821968,18208.713138781673,18718.96715337635,18080.038321281278,18223.903649727683,10489.707408736977,11392.621167706608,11584.591934119011,10710.462043651827,11632.793466970263,10977.634817394624,175.06350364866998,175.06350364866998,175.06350364866998,175.06350364866998,175.06350364866998,175.06350364866998,28781.510656972136,29009.670036413983,28824.871094786093,28460.995218913587,28744.39781013695,28233.104489007717,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1427.746136181302,1430.1548650467466,1430.1548650467466,1600.7077601067595,1479.742740507265,1569.0033956740372,322.9675663550224,357.55119722299423,461.1599585578023,405.1416194390403,475.50212229627317,495.1232803202783,27870.548650467466,27870.548650467466,27870.548650467466,27870.548650467466,27870.548650467466,27870.548650467466,88.18984544725208,88.31057901200256,86.77602307075176,85.12073356475048,85.65528950600128,83.36220069425144,3171.290542056222,3171.290542056222,3171.290542056222,3171.290542056222,3295.0,3236.382237650032,23427.12004699306,23179.701131105503,23144.530473695522,22963.30615967783,22525.5629073405,21508.843599463053,4885.623542432716,4333.319417680345,4366.610808655077,4681.235699441561,3916.701318241935,4743.664640004411,160.0,160.0,160.0,160.0,160.0,160.0,27604.453047369552,26804.730006729627,26802.850740294376,26936.251317063172,25610.264225582436,25479.126001817433,1.0
0.0,0.0,0.0,0.0,0.0,0.0,891.3621111387033,949.885261877819,933.1167692689739,819.8878448363032,895.6399200080893,901.067700895028,420.99188325008583,345.70300679784026,328.0164174370588,426.7467253175869,452.814794087076,450.91016393925287,29442.807229148853,29442.807229148853,29442.807229148853,29442.807229148853,29442.807229148853,29442.807229148853,62.39236305433663,64.48773290651353,64.03541783260198,62.16620551738085,59.84467812824818,59.07083566520395,3256.539384238944,3256.539384238944,3279.7546581302704,3279.7546581302704,3256.539384238944,3256.539384238944,15192.20623745526,14881.60671725951,14716.021031542336,14691.60671725951,14539.236305433662,14487.465413803564,6398.2621271812495,6221.0959216638685,6103.905181959515,5878.722742942306,6016.687141172473,6137.855745711107,160.0,160.0,160.0,160.0,160.0,160.0,20796.928980397566,20309.163254684434,20003.17155537158,19753.574802071547,19762.384062367193,19831.78177527573,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1333.4587709519064,1500.0089381759235,1579.5562009818075,1548.9579886169922,1403.305922275112,1370.4768722252768,237.28491658360807,278.50078233491416,228.49474857712403,229.4122904809367,277.5832404311015,275.28938567156985,29386.309716598505,29386.309716598505,29386.309716598505,29386.309716598505,29386.309716598505,29386.309716598505,81.57720667331135,80.57720667331135,77.49474857712401,78.41229048093668,77.32983238474935,75.16491619237468,3037.583465352625,3037.583465352625,3037.583465352625,3037.583465352625,3037.583465352625,3037.583465352625,18286.055858709104,18027.345244380675,17209.774296386677,17063.38770560673,16392.773181559896,15705.921786070252,4250.179223142353,4515.729165444847,4702.946370944458,4922.184357214051,5397.260781552447,6213.031283615733,160.0,160.0,160.0,160.0,160.0,160.0,21961.651616498835,21968.4909444729,21338.137201978512,21410.988597468157,21215.450497759717,21344.36960433336,1.0
878.9145488985791,962.597528367472,962.597528367472,1004.4390181019189,795.2315694296858,669.4638357511458,1010.3539429043781,1021.3032010356203,967.4253422130544,1150.9014262948665,1208.7209197218326,769.0575798131899,510.43028800477265,492.8875181087442,496.8066918111474,519.7543787775696,389.4334303344127,397.5142566320095,29319.49831268655,29319.49831268655,29319.49831268655,29319.49831268655,29319.49831268655,29319.49831268655,68.43107358718265,68.43107358718265,64.40413148798373,64.40413148798373,65.40413148798373,66.40413148798373,3392.305790080108,3392.305790080108,3392.305790080108,3392.305790080108,3392.305790080108,3392.305790080108,21145.919405999663,21151.862379471622,19835.142566320093,19827.575211072097,19861.608670127836,19397.00494579172,7258.2273205297415,6906.460372433612,8070.5772468314335,8029.752254327597,7948.795693657407,8110.77401833782,164.86528950400543,164.86528950400543,164.86528950400543,164.86528950400543,164.86528950400543,164.86528950400543,27479.7062259533,27133.88225132913,26981.279312575425,26932.886964823592,26885.963863209137,26583.338463553435,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1523.3287534211909,1459.176616067422,1364.4956307644545,1667.6417665998197,1462.618288139234,1489.0609604641134,369.91756158143545,359.16387658406177,551.4111918397554,491.49263000525264,518.0,577.5740681707499,28251.502104922896,28251.502104922896,28251.502104922896,28251.502104922896,28251.502104922896,28251.502104922896,92.65750684238172,93.0,91.31501368476344,88.30127394833602,88.32875342119085,86.98626026357258,3177.5318487084005,3177.5318487084005,3177.5318487084005,3177.5318487084005,3295.0,3295.0,24466.437671059542,24034.249315761826,23902.747947285483,23405.62328940457,22966.59507348516,22349.048220980752,4487.249788401867,4022.6204974788925,3686.9495147065977,4446.4009255025685,3643.017685775706,4094.9629906365108,160.0,160.0,160.0,160.0,160.0,160.0,28239.15561075301,27342.337964532322,26875.165613283683,27137.492366198738,25777.61275926087,25612.011211617264,1.0
0.0,0.0,0.0,0.0,0.0,0.0,626.7866251664519,667.3548329644437,653.709284891673,784.9724120510315,668.1228121401069,702.1500190518607,484.6090181656227,481.63156357967927,485.258846698876,371.3820398761976,366.3229645549928,496.95452813467205,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,73.3272450154753,72.74543376160648,71.84998094813926,71.53633938854088,70.3272450154753,68.4317922020081,2434.3878444855386,2434.3878444855386,2437.5242600815227,2437.5242600815227,2434.3878444855386,2434.3878444855386,15624.862060255158,15347.543757197862,15220.680172793845,15247.089038544582,15247.679791756631,15145.452813467205,4796.785393003686,4821.575917593406,4394.540149760687,4275.580960128318,4286.912866641491,4343.876336734343,160.0,160.0,160.0,160.0,160.0,160.0,20450.259608773304,20197.73183030573,19640.69606247301,19548.145738591378,19563.204813912584,19517.94130571601,1.0
0.0,0.0,0.0,0.0,0.0,0.0,931.474168468808,1083.4142191819556,1085.2657761640523,1527.5840705330072,860.0296945576171,812.0091413669871,438.55095540531556,396.11447274769284,401.55809151636504,419.3434182430785,430.6180408032176,303.28175867118864,29574.72508246896,29574.72508246896,29574.72508246896,29574.72508246896,29574.72508246896,29574.72508246896,84.85241212461547,89.771909647133,89.74507548797217,84.83899504503506,83.85241212461547,80.8926633633567,3415.4695977853144,3415.4695977853144,3415.4695977853144,3415.4695977853144,3218.153013701397,3218.153013701397,17526.046237236373,17878.398501875537,16985.241212461548,16001.341707958041,15009.391955706289,15004.025123874124,4499.34285807146,3262.605213665438,4149.040546209641,5300.747640915528,5275.731658408392,5091.867834460133,160.0,160.0,160.0,160.0,160.0,160.0,21072.91949752252,20188.534117755662,20181.812160885875,20349.619751088256,19529.970600413282,19340.73994463286,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1444.2768545909273,1509.9687407816557,1292.3990042105297,1717.6445995831127,1382.2710800833775,1240.3117966232448,343.36117492443714,383.7554504742053,464.1896470036425,446.08063751953654,482.5403187597683,573.9716280354305,28877.19173869722,28877.19173869722,28877.19173869722,28877.19173869722,28877.19173869722,28877.19173869722,90.33175711307948,89.08720758728478,90.33175711307948,90.55450474205298,86.79905426784768,86.06540569046358,3295.0,3295.0,3295.0,3295.0,3295.0,3246.09009484106,23634.294678686758,23181.024394163578,22849.498261386092,22686.057244502317,21589.1567966649,21283.469889421525,6056.92095360086,6176.679291328841,5435.243003105827,5856.484120104238,6470.701093225662,6529.644894570131,160.0,160.0,160.0,160.0,160.0,160.0,28859.215632287618,28525.70368549242,27452.74126449192,27710.541364606557,27227.85788989056,27030.024689150596,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1247.7066524729448,1441.7881855325174,1441.7881855325174,1568.0236692181654,1428.2237497845658,1440.482902688379,245.41209644988396,377.4940323414584,280.0125395650861,265.5417736097911,395.176814180237,397.07100765449616,27986.881855325173,27986.881855325173,27986.881855325173,27986.881855325173,27986.881855325173,27986.881855325173,80.98826609891779,79.4470967371296,80.6823790067766,83.4588306382118,81.22354836856479,78.3764919146354,3268.234879437645,3268.234879437645,3268.234879437645,3268.234879437645,3295.0,3125.58870921412,21493.772975786393,21440.242734661682,21338.595960190156,21816.59314036614,20797.183863740272,19597.65523394357,6735.321499670268,6600.1550094791055,6698.260614588846,6201.322909582274,6738.058519862436,7648.116987951846,160.0,160.0,160.0,160.0,160.0,160.0,27423.859596019014,27235.162864703143,27231.621695341357,27212.681170510772,26703.24238360271,26583.183512681295,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1364.7692063192849,1365.698315492678,1220.1040688825115,1573.5173153832613,1223.5233557835595,1097.4977238134543,414.2624483928247,409.4977414717485,510.6862700086701,497.0527872840063,523.2036207085201,621.7873275201796,29160.550528755753,29160.550528755753,29160.550528755753,29160.550528755753,29160.030166684905,29160.030166684905,92.78582183467864,92.13272988191332,92.78582183467864,91.95927585829598,88.30618390553066,87.78582183467864,3295.0,3295.0,3295.0,3295.0,3295.0,3295.0,24205.128159850527,23752.564079925265,23369.909482286996,22962.458505357252,22043.363505904334,21750.226205991035,5719.873310518385,5721.479620270854,4923.1131383121065,5512.906470915996,5958.7194304062805,6067.57770172795,160.0,160.0,160.0,160.0,160.0,160.0,29093.001470368912,28642.043700196118,27461.022620599102,27643.364976273246,27170.082936310613,26985.803907718986,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1011.8568044105509,969.1864541666182,881.0869975804358,1014.1102753560177,846.4436860100053,1326.339292213917,377.3689154733534,315.59557970728076,322.87867391218424,319.9351038831603,323.2819178929176,368.6409589464588,30142.96802411659,30142.96802411659,30142.96802411659,30142.96802411659,30142.96802411659,30142.96802411659,78.38725603902923,77.73407004878653,78.69362801951462,78.69362801951462,77.04044202927192,77.69362801951462,3409.4486232199115,3409.4486232199115,3409.4486232199115,3409.4486232199115,3409.4486232199115,3409.4486232199115,19024.84128039277,18943.628019514614,19308.088405854385,19496.81400975731,19438.492826147103,19565.49024156117,11537.245717187663,10848.340948952,9990.152606085336,9846.835183373052,9417.428642418325,9722.7411279207,160.0,160.0,160.0,160.0,160.0,160.0,29615.638374360526,28845.520345246703,28351.79238871981,28397.20056991045,27909.472845345517,28341.78274626196,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1248.5020493523757,1476.3799141606994,1491.7429971352085,1632.383236761219,1461.3967453468897,1430.986491414329,272.0504935585709,409.80367667893074,275.92581187060694,243.0168311861903,367.1162660948689,393.04462446176365,27984.678218886736,27984.678218886736,27984.678218886736,27984.678218886736,27984.678218886736,27984.678218886736,81.45155579380464,79.77842989964526,81.61499284672495,85.12468168796403,82.28811874088433,79.77842989964526,3266.3985157389457,3295.0,3295.0,3295.0,3295.0,3127.687410584062,21563.08272527594,21541.8359083963,21438.17961368833,21988.676788231725,20990.09191697327,19929.678898360828,6679.690611631128,6633.213809058038,6715.055464997693,6057.795915636614,6752.114592332952,7534.262192487507,160.0,160.0,160.0,160.0,160.0,160.0,27439.374821168123,27343.049717454338,27321.235078686026,27214.472703868338,26910.20650930622,26799.25368026427,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1521.5992428252223,1442.647579889229,1450.8770282910486,1652.1434561352082,1524.2468227144514,1630.6090453900763,377.4822878072361,364.5094646847222,552.9728231225139,465.5177121927639,502.1539344603264,543.84829635675,27809.0,27809.0,27809.0,27809.0,27809.0,27809.0,92.17509464684723,93.0875473234236,90.43773661711805,86.87547323423611,88.52528394054167,86.70037858738888,3120.0,3135.320781599132,3135.320781599132,3135.320781599132,3295.0,3295.0,24467.50946468472,24136.769875837916,24135.018929369446,23650.54353754972,23525.79637695514,22678.460655396735,3895.969037248625,3174.7095053919793,3165.655151637007,3815.541778956625,2460.157044573951,3175.4829635675,160.0,160.0,160.0,160.0,160.0,160.0,27706.478501933347,26639.158599630762,26628.35329940732,26793.764534907215,25153.95342152909,25021.943618964237,1.0
1467.5574391119058,1150.7898272458638,679.6034293893763,972.3718210143325,495.1856180975735,649.6044040880186,2103.499171506154,2315.917860026735,2360.313260998988,2315.1155605128615,2371.8476075022945,1969.2198183960836,165.16252548897407,240.65097918467436,240.96492247271183,241.20910058562987,241.31374834830902,236.84877714066508,30174.839521378173,30174.839521378173,30174.839521378173,30174.839521378173,30174.839521378173,30174.839521378173,35.58140894928338,35.58140894928338,37.51164377416394,35.72093929952226,35.10464776267916,37.0,3371.674949022052,3371.674949022052,3371.674949022052,3371.674949022052,3371.674949022052,3375.1632077780237,18841.86202916759,18018.72162158857,17693.489233454613,18191.74607877527,17460.931501933115,17707.443243177142,10516.21212215142,12163.132223985032,12465.060704352358,11415.966092111083,12527.210660103457,11573.652343762773,180.0,180.0,180.0,180.0,180.0,180.0,28469.399202296958,29293.17889655155,29269.87498878492,28719.037221864302,29099.467213014523,28388.932379161895,1.0
0.0,0.0,0.0,0.0,0.0,0.0,859.4218141035793,824.5912971538202,766.8962166335169,790.4841734685135,995.3506305610805,546.245900433586,520.5624843738816,482.55819729404664,488.4522703876461,522.2849308773227,395.61866313695805,399.5222571512388,29355.0478546213,29355.0478546213,29355.0478546213,29355.0478546213,29355.0478546213,29355.0478546213,83.26588903596009,83.26588903596009,79.24470365467997,79.24470365467997,79.75529634532003,80.51059269064005,3375.752206044391,3375.752206044391,3375.752206044391,3375.752206044391,3375.752206044391,3375.752206044391,21190.61412603923,21186.567468196834,19737.764817266,19840.32849841879,19970.847415251203,19654.8940730936,7868.292111550759,7321.784359143154,8598.086885065039,8409.352774100998,8282.036190160703,8190.73864806177,160.0,160.0,160.0,160.0,160.0,160.0,28146.154031545597,27595.599621295594,27423.09949628665,27336.929066475397,27340.131399367514,26932.880515110977,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1308.6384463684979,1255.139186259677,833.4036141376737,929.9163489377545,984.2660643103877,849.6129767683362,486.14198917436187,338.45883603504035,356.02087360305325,463.36171028153467,437.62333524484654,424.6083807712278,29762.843213002052,29762.843213002052,29762.843213002052,29762.843213002052,29762.843213002052,29762.843213002052,81.51569436479807,81.51569436479807,79.82810187840064,79.82810187840064,79.17189812159936,79.34379624319871,3568.273619872213,3568.273619872213,3568.273619872213,3568.273619872213,3568.273619872213,3568.273619872213,20572.212008895316,20463.1536707832,19708.59490607997,20079.521770144263,19877.503699455898,19666.562037568012,9626.070959621149,8336.897268417124,8643.591946515251,8453.107640880049,8663.578628474022,8852.895631984733,160.0,160.0,160.0,160.0,160.0,160.0,29093.00934864425,27694.77731932811,27246.913232723004,27427.3557911521,27435.808708057706,27414.184049680534,1.0
963.9567313130333,749.2996998588171,427.98078942113926,642.6378208753556,321.3189104376778,427.98078942113926,1827.6441944786225,2032.9766600443747,2049.6406934852785,2069.9799814995986,2174.3190002067377,1648.9743260488124,171.33462002319473,254.66843212484858,254.66843212484858,254.66843212484858,254.66843212484858,254.66843212484858,30138.323668197863,30138.323668197863,30138.323668197863,30138.323668197863,30138.323668197863,30138.323668197863,37.0000897690601,36.66672651270673,38.66672651270673,37.33345302541346,37.666906050826924,39.33354279447356,3223.6519146177907,3223.6519146177907,3223.6519146177907,3256.9882402531275,3256.9882402531275,3256.9882402531275,18259.94344549214,17606.627766740625,17396.637641337235,17683.282464199277,17133.3004180113,17233.286952652285,10901.026751179908,12248.995780854175,12203.30275200686,11555.676511340258,12381.316486673055,11499.323398890683,180.0,180.0,180.0,180.0,180.0,180.0,28420.318282054257,29114.97163297701,28859.288478726306,28464.97073528641,28740.628664431224,27958.62211128984,1.0
1291.0321355325364,1291.0321355325364,1614.0276661293444,1452.5299008309403,1775.5254314277486,2421.516492621365,1336.9407851422427,1522.7378405942575,1878.9842256357936,1164.244018886905,1297.3458855200029,1998.8281393602706,228.1542459330322,345.40273422312913,345.4527473684326,345.6027868043431,337.1505652480507,337.70070984638926,29995.28877391081,29995.28877391081,29995.28877391081,29995.28877391081,29995.28877391081,29995.28877391081,29.8507492822998,29.8507492822998,30.550670410478773,28.65069670108578,25.8507492822998,24.00078871821032,2718.357979199228,2718.357979199228,2718.357979199228,2718.357979199228,2718.357979199228,2718.357979199228,19607.025501888802,19200.531680181448,19607.501971795526,19493.003417778913,19459.007624276033,19896.996582221087,8789.67704830008,9135.119016519639,8230.354824326387,7761.158715336224,7420.909701233987,6964.913119012898,178.9997370939299,178.9997370939299,178.9997370939299,178.9997370939299,178.9997370939299,178.9997370939299,28160.344308083582,28099.292454595787,27601.498554016613,27017.803891009837,26643.55908340472,26625.55145912869,1.0
2810.801354669572,3032.371747751352,3153.377754589127,3203.65994771113,2770.7399718444544,2679.7522959174457,1819.0053860428939,1972.206587410449,1770.889905248998,2003.0746745192314,1664.0344890394483,1937.7216045048872,354.9901955353349,336.2881999597778,344.66149969833344,399.4099979888896,392.96899819000066,392.32489821011177,29846.702305972998,29846.702305972998,29846.702305972998,29846.702305972998,29846.702305972998,29846.702305972998,22.491300140777728,22.491300140777728,22.203100180999936,21.491300140777728,21.067700060333312,21.0,3336.6086797481184,3336.6086797481184,3336.6086797481184,3336.6086797481184,3336.6086797481184,3336.6086797481184,19954.428986123337,19736.981979486674,19922.049989944448,19879.341987531116,19410.677000603333,19072.670026144435,8089.26572459588,7762.552646537095,7102.215734651432,7198.549816531327,7400.746599477111,8081.465063578791,180.0,180.0,180.0,180.0,180.0,180.0,27190.0860309711,26645.92594627565,26170.65704484776,26224.283124314323,25957.814920332326,26300.526409975108,1.0
0.0,0.0,0.0,0.0,0.0,0.0,950.9808732586048,1086.9837262936085,1096.877456465114,1175.5303448767856,963.4263118268558,945.390683131878,332.6653048173728,373.1565517077381,374.7438887994614,299.60993312456094,296.43525894111445,373.6856640716459,29983.322278776926,29983.322278776926,29983.322278776926,29983.322278776926,29983.322278776926,29983.322278776926,81.12153926919926,80.12153926919926,77.7088763609225,77.7088763609225,76.23798872483026,73.29621345264576,2506.514459179642,2506.514459179642,2506.514459179642,2506.514459179642,2506.514459179642,2506.514459179642,17641.221555256383,17357.094926173613,16732.66290827675,16546.63684295247,16128.129094108523,15626.7101088738,3904.8053545715284,4236.279711499063,4198.491246890365,4494.692602654531,4745.554173422501,5237.294821177711,160.0,160.0,160.0,160.0,160.0,160.0,21502.512450648268,21549.860178493036,20887.639695987476,20997.814986427362,20830.168808351384,20820.490470871868,1.0
43.739176671076194,33.999194037544704,19.419468480519306,29.159451114050796,14.579725557025398,186.21674483776334,2192.430689593923,1634.5386590315773,1657.2646204701014,1788.7291645013552,1789.9693486255005,1678.0158242170369,466.35076254628405,468.7101372214873,445.4360986600114,462.8916275811183,336.8239187064571,353.3096960208359,29756.27543860228,29756.27543860228,29756.27543860228,29756.27543860228,29756.27543860228,29756.27543860228,36.0,35.03024839327184,35.090745179815514,36.0,34.03024839327184,33.12099357308735,3685.713743265546,3685.713743265546,3685.713743265546,3685.713743265546,3685.713743265546,3685.713743265546,17542.045266647852,17312.686294953877,17390.284453712426,17425.71113428106,17626.06770887466,17817.88261247097,14097.9847906483,12714.932694106566,12462.540865034834,12446.783658143464,12278.074517981551,11652.66907069604,180.0,180.0,180.0,180.0,180.0,180.0,30437.316314030606,28824.905245794896,28650.11157548171,28669.78104915898,28701.428483590666,28267.837939901463,1.0
600.890285485035,467.0820753009539,266.7853134726089,400.59352365668997,200.29676182834498,367.3101204550252,2146.964693162355,1896.160791040345,1928.1340737869846,1989.0877928438576,2006.1254842027004,1780.1216636608121,343.4384501592489,375.8516190858275,361.8249018324671,372.3449397724874,296.3668879834518,306.30247937124875,29950.854491127207,29950.854491127207,29950.854491127207,29950.854491127207,29950.854491127207,29950.854491127207,36.0,35.41555344777665,36.24666034332995,36.0,34.41555344777665,34.662213791106595,3567.425091532569,3567.425091532569,3567.425091532569,3567.425091532569,3567.425091532569,3567.425091532569,18077.61929240954,17601.665085832487,17521.28817224406,17753.220430610152,17575.978051789036,17790.911258655633,12709.345374212955,12548.480910560487,12494.906489613239,12049.148841894497,12393.666034332995,11635.715648297828,180.0,180.0,180.0,180.0,180.0,180.0,29702.53957508993,29065.720904860405,28931.76957032473,28717.94418097208,28885.21899458946,28342.201815420893,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1245.1639897556252,1225.5724682031585,832.8936334451361,852.7745646574,932.7447202683265,913.2638508097741,385.5213505031123,278.30639743171974,328.2595652707238,410.6127948634395,407.37450290368844,407.0681054719687,30026.15732987063,30026.15732987063,30026.15732987063,30026.15732987063,30026.15732987063,30026.15732987063,84.21701864877824,83.81489131768095,83.21701864877824,82.81489131768095,81.81489131768095,79.80425466219455,3275.1492219453676,3275.1492219453676,3275.1492219453676,3411.872514518442,3492.297980737898,3492.297980737898,20470.425466219454,20217.829813512217,20246.8931702923,20210.319099664594,19741.425620603735,19038.660090177273,9735.840758936261,8731.706304801153,8343.74280907522,8843.195436569247,9342.195282184968,10045.275781121252,160.0,160.0,160.0,160.0,160.0,160.0,29394.11700321035,28137.386896368003,27778.48675742215,28104.642021715397,28054.322922050804,28054.637890560625,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1055.5611916732626,1074.123826613756,813.4272270711768,738.3120951785199,886.0253449708244,888.3468506511064,297.92252182029586,261.1759598226356,339.16075284014096,376.35191964527127,366.1057213908949,382.9297615682593,30164.75814325322,30164.75814325322,30164.75814325322,30164.75814325322,30164.75814325322,30164.75814325322,87.3316436686117,86.54018821003524,86.3316436686117,85.54018821003524,84.54018821003524,80.58291091715293,2936.4337510384776,2936.4337510384776,2936.4337510384776,3205.5286069544745,3363.819698669767,3363.819698669767,20548.29109171529,20186.683563313883,20776.379423663988,20268.71831878647,19636.307026184357,18427.414930034953,9340.67270954489,8824.366399141198,8040.456197768935,9208.385220144723,9890.36928567566,11010.809537269628,160.0,160.0,160.0,160.0,160.0,160.0,29415.530050221707,28537.616211416604,28343.401870394446,28734.574931976716,28625.856613190248,28537.404768634813,1.0
9.72187130133008,9.72187130133008,12.154127550375131,10.937999425852604,13.370255674897658,18.234768172987764,1440.5063950553408,1383.3377409369748,860.7689126072439,972.5451980876286,983.375026690244,947.1766732137014,474.111424559565,296.27899409915517,317.1287665073024,445.2059398716353,449.17732509223475,431.3060915995371,29884.10882270177,29884.10882270177,29884.10882270177,29884.10882270177,29884.10882270177,29884.10882270177,80.61370047809284,80.61370047809284,79.62800786779312,79.61370047809284,78.59939308839257,78.58508569869231,3618.296987925426,3618.296987925426,3618.296987925426,3618.296987925426,3618.296987925426,3618.296987925426,20383.704748531884,20241.630177025345,19699.284630514987,20145.20702445041,19846.995448162943,19671.716886764032,10134.936268624882,8640.41382972253,8653.816605791691,8460.720573200602,8766.042056768616,9032.741168884668,160.14307389700264,160.14307389700264,160.14307389700264,160.14307389700264,160.14307389700264,160.14307389700264,29363.487103128344,27726.89009271945,27197.947322278254,27450.77368362259,27457.883590903137,27549.304141620276,1.0
0.0,0.0,0.0,0.0,0.0,0.0,905.7270489320729,921.0455586283086,1024.9006503424343,1168.59075087132,1017.109047599703,1430.0003549464213,296.9781194907751,318.8263985896384,318.8263985896384,262.1911768070258,264.51865167480435,325.8088231929742,30200.74533422158,30200.74533422158,30200.74533422158,30200.74533422158,30200.74533422158,30200.74533422158,68.48134832519564,67.48134832519564,69.48134832519564,69.48134832519564,68.60222354556463,69.60222354556463,3205.32998237048,3205.32998237048,3205.32998237048,3227.74748677786,3227.74748677786,3227.74748677786,18008.572442704062,17911.495683448564,18573.188646426574,18567.14488540812,18587.826375711888,18767.980604115724,12102.143465622437,12052.59110581774,10882.72023631681,10847.88917766819,10261.9454990779,10349.337527756337,164.48350088147598,164.48350088147598,164.48350088147598,164.48350088147598,164.48350088147598,164.48350088147598,29372.869426837493,29226.2403077773,28718.062401254378,28654.77007717993,28089.507888893404,28357.05414597568,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1436.8053789810976,1383.087494338234,863.2189944164205,981.1499471568501,988.4743658484967,947.0440057399526,471.65002264706425,297.5017778956564,315.4982221043436,442.2196625385201,448.6708402532696,430.92976747665864,29850.82397704019,29850.82397704019,29850.82397704019,29850.82397704019,29850.82397704019,29850.82397704019,80.9654763702148,80.93095274042959,79.9827381851074,80.0517854446778,79.0172618148926,78.9654763702148,3619.303601085441,3619.303601085441,3619.303601085441,3619.303601085441,3619.303601085441,3615.851238106921,20399.839234488783,20262.25588857375,19719.678468977567,20173.303450105013,19858.113052999524,19659.64291106444,10093.975260441239,8611.66084100143,8634.300713416229,8434.151951523148,8754.267375050214,9037.677434694224,160.0,160.0,160.0,160.0,160.0,160.0,29337.51089384458,27717.61312848974,27197.675581308355,27451.15180054272,27456.076826964294,27544.46910765174,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1609.8063382238724,1653.9074809170577,1653.9074809170577,1491.7003808977283,1786.9415303666774,1613.3455404750966,399.7760977515369,398.9621415730958,405.9621415730958,287.59330224294047,306.42293932187135,411.8988573068147,30406.26982362129,30406.26982362129,30406.26982362129,30406.26982362129,30406.26982362129,30406.26982362129,49.68145168427632,52.71931011118056,53.70038089772844,54.58680561701572,55.54894719011148,54.51108876320724,2831.2628820040113,2831.2628820040113,2831.2628820040113,2831.2628820040113,2827.4770393135873,2827.4770393135873,14979.405247110033,14819.437730239657,14684.672943747002,14469.529572985308,14381.925404474836,14411.357528071272,8527.011640577266,8146.221428245235,8386.94185968506,8455.256154032148,8733.293451794729,7729.891123679276,160.0,160.0,160.0,160.0,160.0,160.0,23138.15400568329,22597.396276480882,22703.351921428053,22556.522845013442,22750.74181695598,21776.77161243696,1.0
0.0,0.0,0.0,0.0,0.0,0.0,730.3162348693355,781.1688409821834,730.499458975931,660.1883791641121,701.7185133019698,709.6919111494218,455.8127028840259,380.84446009409055,388.58550253922976,459.1422388296354,460.25380249734417,490.0982625914347,29754.0,29754.0,29754.0,29754.0,29754.0,29754.0,62.357220146295575,64.51791510972168,64.3080888505782,61.93756762800862,59.357220146295575,58.1473938871521,3020.59854843233,3020.59854843233,3044.303760658026,3044.303760658026,3020.59854843233,3020.59854843233,15000.94189582056,14675.629733960604,14569.3349461863,14506.612359874951,14445.496723197864,14459.826259143474,6211.918601127871,6084.500030657722,5893.319797512368,5735.279894283545,5781.5787550672285,5772.722075945002,160.0,160.0,160.0,160.0,160.0,160.0,20655.2619485161,20202.531216185995,19881.35098304064,19660.58849350047,19669.476929832763,19674.949786656143,1.0
