Date,ACWO_1,ACWO_2,ACWO_3,ACWO_4,ACWO_5,ACWO_6,ADMO_1,ADMO_2,ADMO_3,ADMO_4,ADMO_5,ADMO_6,ADRR_1,ADRR_2,ADRR_3,ADRR_4,ADRR_5,ADRR_6,AREG_1,AREG_2,AREG_3,AREG_4,AREG_5,AREG_6,CSO_1,CSO_2,CSO_3,CSO_4,CSO_5,CSO_6,CWE_1,CWE_2,CWE_3,CWE_4,CWE_5,CWE_6,CWWG_1,CWWG_2,CWWG_3,CWWG_4,CWWG_5,CWWG_6,CWWH_1,CWWH_2,CWWH_3,CWWH_4,CWWH_5,CWWH_6,DPB_1,DPB_2,DPB_3,DPB_4,DPB_5,DPB_6,DPH_1,DPH_2,DPH_3,DPH_4,DPH_5,DPH_6,HTB_1,HTB_2,HTB_3,HTB_4,HTB_5,HTB_6,HTH_1,HTH_2,HTH_3,HTH_4,HTH_5,HTH_6,ITP_1,ITP_2,ITP_3,ITP_4,ITP_5,ITP_6,OGO_1,OGO_2,OGO_3,OGO_4,OGO_5,OGO_6,PPL_1,PPL_2,PPL_3,PPL_4,PPL_5,PPL_6,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,PWG_1,PWG_2,PWG_3,PWG_4,PWG_5,PWG_6,PWH_1,PWH_2,PWH_3,PWH_4,PWH_5,PWH_6,RRIR_1,RRIR_2,RRIR_3,RRIR_4,RRIR_5,RRIR_6,RRR_1,RRR_2,RRR_3,RRR_4,RRR_5,RRR_6,RR_1,RR_2,RR_3,RR_4,RR_5,RR_6,TAGI_1,TAGI_2,TAGI_3,TAGI_4,TAGI_5,TAGI_6,TGA_1,TGA_2,TGA_3,TGA_4,TGA_5,TGA_6,TLRR_1,TLRR_2,TLRR_3,TLRR_4,TLRR_5,TLRR_6
2017-12-23,0,0,0,0,0,0,1427,1700,2043,1654,1238,1432,218,338,338,338,338,338,0,0,0,0,0,0,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35,37,43,46,43,42,34,37,40,43,42,43,40,43,50,54,49,49,38,41,47,51,48,47,2888,2888,2888,2888,2888,2888,1062,1539,1889,2139,2491,2641,16450,16350,15900,15380,15480,15390,14236,14132,14575,14456,13588,13722,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33169,32965,32958,32319,31551,31595,30281,30077,30070,29431,28663,28707,18933,18833,18383,17863,17963,17873
2017-12-24,0,0,0,0,0,0,1448,1427,1700,2043,1654,1238,218,338,338,338,338,338,0,0,0,0,0,0,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36,34,37,40,43,38,21,23,35,41,41,37,43,40,43,47,47,44,38,38,40,44,44,40,2888,2888,2888,2888,2888,2888,1179,1562,2139,2139,2389,2641,16600,15900,15800,15600,15140,15470,13990,14286,14082,14625,14446,13448,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33073,32669,32365,32708,32069,31401,30185,29781,29477,29820,29181,28513,19083,18383,18283,18083,17623,17953
2017-12-25,0,339,339,339,0,0,1289,1448,1427,1700,2043,1654,218,338,338,338,338,338,0,0,0,0,0,0,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,31,32,33,35,33,23,21,21,26,26,30,38,37,37,38,39,43,36,34,33,31,35,40,2888,2888,2888,2888,2888,2888,1179,1679,2162,2339,2389,2639,15700,16210,16100,16050,14700,14340,14731,13541,13147,13293,15275,14996,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32914,32234,31730,31826,32458,31819,30026,29346,28842,28938,29570,28931,18183,18693,18583,18533,17183,16823
2017-12-26,1529,1699,1359,849,1359,1529,1812,1289,1448,1427,1700,2043,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,10,11,11,13,22,10,3,10,9,11,19,27,27,29,30,26,33,24,25,28,29,24,29,3088,3088,3088,3088,3088,2888,1175,1675,2275,2362,2489,2639,18700,17840,17760,18110,17900,17670,10929,10596,10575,10627,10473,10526,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32112,30919,30818,31220,30856,30679,29024,27831,27730,28132,27768,27791,21183,20323,20243,20593,20383,20153
2017-12-27,2379,2719,2719,2549,2209,2379,2005,1812,1289,1448,1427,1700,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-2,-4,1,6,10,2,-1,-2,1,4,5,2,21,20,19,19,22,21,20,18,19,19,21,19,2688,3088,3088,3088,3088,3088,1213,1675,2275,2475,2509,2636,19200,19350,19400,19200,19100,19000,9334,8589,7416,7745,8130,8206,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31017,30422,29299,29428,29713,29689,28329,27334,26211,26340,26625,26601,21683,21833,21883,21683,21583,21483
2017-12-28,3568,3568,3738,3568,3059,3059,1931,2005,1812,1289,1448,1427,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,-4,-8,-3,-5,-5,3,-8,-8,-8,-7,-4,2,13,13,13,12,15,17,13,12,10,12,16,18,2688,2688,3088,3088,3088,3088,2091,1608,2170,2370,2520,2653,20400,20100,20200,20250,20180,20000,5993,6850,6225,5622,6210,6236,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,28876,29433,28908,28355,28873,28719,26188,26745,25820,25267,25785,25631,22883,22583,22683,22733,22663,22483
2017-12-29,3059,2889,3059,3228,3228,2889,2082,1931,2005,1812,1289,1448,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-2,-2,-2,1,-1,3,-2,-1,-1,-3,-3,-1,16,17,16,15,14,16,16,16,14,13,14,15,2688,2688,2688,3088,3088,3088,2188,1785,2208,2370,2520,2670,20030,20140,20150,20100,20190,20100,6926,7238,6709,6635,5872,6310,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29439,29861,29342,29218,28545,28893,26751,27173,26654,26130,25457,25805,22513,22623,22633,22583,22673,22583
2017-12-30,2209,2209,2549,2719,2549,2379,1313,2082,1931,2005,1812,1289,218,338,338,338,338,338,0,0,0,0,0,0,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,5,10,7,13,8,11,10,7,4,5,6,21,21,20,19,20,20,20,21,17,16,16,17,2688,2688,2888,2888,2888,3088,2797,2959,2158,2358,2508,2658,19030,18570,19140,19300,19500,19470,7398,8465,8405,7949,7576,7303,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,28911,29518,30028,29732,29559,29256,26223,26830,27140,26844,26671,26168,21513,21053,21623,21783,21983,21953
2017-12-31,3738,3908,3908,3908,3059,3398,1187,1313,2082,1931,2005,1812,218,338,338,338,338,338,0,0,0,0,0,0,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,7,7,5,4,-2,6,6,9,4,5,-2,5,16,17,16,14,16,15,14,14,11,12,16,12,2688,2688,2688,2888,2888,2888,2890,3053,3548,2358,2508,2658,20100,19740,19550,20180,19680,19900,4580,4733,5197,5806,7079,6177,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,27163,26956,27230,28469,29242,28560,24475,24268,24542,25581,26354,25672,22583,22223,22033,22663,22163,22383
2018-01-01,3738,4078,4248,4078,3908,3398,1939,1187,1313,2082,1931,2005,216,335,335,335,335,335,0,0,0,0,0,0,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,-8,-9,-8,-6,-6,-2,-9,-10,-7,-7,-6,-2,13,12,10,9,11,13,12,11,10,9,11,13,2688,2688,2688,2688,3088,3088,2492,2791,3094,3181,2486,2636,20500,20060,20060,19740,20150,19630,5452,4501,4154,5326,6030,6984,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,28435,27044,26697,27549,28663,29097,25747,24356,24009,24861,25575,26009,22983,22543,22543,22223,22633,22113
2018-01-02,2549,2889,3398,3059,3568,3738,1569,1939,1187,1313,2082,1931,216,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,3,2,-1,-2,-4,2,0,-4,-1,-2,-5,18,17,15,15,14,12,18,17,14,15,14,11,2688,2688,2688,2688,2688,3088,2384,2893,3391,3294,2755,2689,20700,20750,20420,20370,20460,20500,6179,5650,4221,4833,5542,5647,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29362,28883,27124,27686,28485,28630,26674,26195,24436,24998,25797,25542,23183,23233,22903,22853,22943,22983
2018-01-03,1359,1359,1699,1529,1869,2549,1372,1569,1939,1187,1313,2082,212,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,6,5,5,14,5,5,5,5,4,4,4,27,27,28,26,23,21,25,24,25,23,21,19,2688,2688,2688,2688,2688,2688,1869,2120,2671,2693,2873,2951,19510,19080,19600,19480,19430,19910,8877,9253,8212,7728,7384,6915,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,30870,30816,30295,29691,29297,29308,28182,28128,27607,27003,26609,26620,21993,21563,22083,21963,21913,22393
2018-01-04,1019,1019,849,1359,1699,2039,1010,1372,1569,1939,1187,1313,212,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,23,24,19,12,19,20,17,18,14,6,9,31,29,31,26,24,24,25,26,27,23,21,22,2688,2688,2688,2688,2688,2688,2656,2496,2670,2870,2980,3200,19940,18820,18730,19500,19290,19290,7638,9280,9563,8453,7461,7027,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,30061,30583,30776,30436,29234,28800,27373,27895,28088,27748,26546,26112,22423,21303,21213,21983,21773,21773
2018-01-05,3738,3908,3908,4078,4418,3908,1752,1010,1372,1569,1939,1187,212,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,13,12,12,11,8,4,8,8,10,7,1,0,24,22,23,22,19,17,18,18,19,16,12,10,2688,2688,2688,2688,2688,2688,2083,2070,2316,2440,2590,2700,20450,19960,19890,20090,20540,20180,5724,5315,5501,5204,4634,4642,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,28657,27758,27874,27777,27657,27305,25969,25070,25186,25089,24969,24617,22933,22443,22373,22573,23023,22663
2018-01-06,4588,4758,4758,4928,4928,4418,1852,1752,1010,1372,1569,1939,216,335,335,335,335,335,0,0,0,0,0,0,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,-10,-10,-8,-10,-12,-10,-10,-11,-9,-12,-15,-10,8,6,5,5,4,7,6,5,2,4,3,8,2688,2688,2688,2688,2688,2688,3085,2409,2280,2526,2550,2700,20500,20500,20380,20500,19950,20230,3922,4328,3835,3661,4384,4834,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,26905,27311,26698,26644,26817,27547,24217,24623,24010,23956,24129,24859,22983,22983,22863,22983,22433,22713
2018-01-07,3059,3228,3398,2889,3228,3568,1877,1852,1752,1010,1372,1569,216,335,335,335,335,335,0,0,0,0,0,0,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,5,5,3,8,-2,-5,-2,-2,-3,3,-6,-8,16,15,14,19,14,11,14,13,12,15,14,12,2688,2688,2688,2688,2688,2688,3432,2995,2089,1950,2196,2120,20650,20010,20200,20410,20330,19720,4979,5862,6308,6004,5861,6404,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,28112,28355,28991,28897,28674,28607,25424,25667,26303,26209,25986,25919,23133,22493,22683,22893,22813,22203
2018-01-08,169,0,0,0,0,0,1226,1877,1852,1752,1010,1372,216,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,21,23,28,29,23,24,26,26,26,28,20,33,35,34,34,36,33,28,31,30,29,32,31,2688,2688,2688,2688,2688,2688,3951,3778,3712,2045,1905,2152,20250,20200,19800,19700,20010,19050,7099,8142,8583,10250,9338,10413,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29832,30825,30866,32433,31831,31946,27144,28137,28178,29745,29143,29258,22733,22683,22283,22183,22493,21533
2018-01-09,0,0,0,0,0,0,1525,1226,1877,1852,1752,1010,216,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,22,22,24,25,29,34,22,23,26,25,26,33,37,37,38,36,35,37,37,36,37,35,34,37,2688,2688,2688,3088,3088,3088,4297,4064,3834,3092,2197,2159,18400,19000,18550,18700,18890,19360,9071,8405,9736,10703,11308,10134,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29954,29888,30769,31886,32681,31977,27266,27200,28081,28798,29593,28889,20883,21483,21033,21183,21373,21843
2018-01-10,0,0,0,0,509,1019,1853,1525,1226,1877,1852,1752,216,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,18,27,26,19,15,11,20,22,22,23,18,14,33,35,34,32,29,26,34,33,35,33,30,27,2688,2688,2688,2688,3088,3088,3386,3698,3256,3484,3272,2438,18540,18350,18800,18660,18900,18380,10170,9720,9413,9976,9814,10558,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31193,30553,30696,31119,31197,31421,28505,27865,28008,28431,28109,28333,21023,20833,21283,21143,21383,20863
2018-01-11,0,0,0,0,0,0,1407,1853,1525,1226,1877,1852,216,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39,39,39,38,39,33,41,39,38,36,39,30,48,47,46,45,45,40,48,47,47,45,42,40,2688,2688,2688,2688,2688,3088,4335,3891,3604,2812,3141,2829,17200,17200,17500,18000,17800,18150,10115,11005,10664,10657,11179,11516,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29798,30688,30647,31140,31462,32149,27110,28000,27959,28452,28774,29061,19683,19683,19983,20483,20283,20633
2018-01-12,0,0,0,0,0,0,1555,1407,1853,1525,1226,1877,216,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55,52,48,44,42,43,54,55,53,44,42,43,56,56,54,50,49,47,55,56,55,48,47,45,2688,2688,2688,2688,2688,2688,4507,4787,4576,4072,3431,3656,16520,16330,16010,16100,17440,17440,10771,10533,11510,11596,10598,11024,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29774,29346,30003,30179,30521,30947,27086,26658,27315,27491,27833,28259,19003,18813,18493,18583,19923,19923
2018-01-13,509,509,0,0,0,0,1451,1555,1407,1853,1525,1226,216,335,335,335,335,335,0,0,0,0,0,0,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55,53,48,43,39,40,51,50,50,42,36,36,57,54,54,49,44,44,52,51,53,46,41,40,2688,2688,2688,2688,2688,2688,3134,3634,3860,3970,3674,3824,16600,16110,15790,15560,15750,16710,11451,11545,12000,12566,12344,10935,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,30534,30138,30273,30609,30577,30128,27846,27450,27585,27921,27889,27440,19083,18593,18273,18043,18233,19193
2018-01-14,2039,2039,1529,1189,1019,509,1633,1451,1555,1407,1853,1525,216,335,335,335,335,335,0,0,0,0,0,0,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-2,0,12,16,30,30,-5,-5,-1,1,29,27,23,23,26,30,37,37,23,23,23,26,33,32,3088,2688,2688,2688,2688,2688,3317,2950,3219,3194,3534,3238,17850,17860,17600,17470,16760,16750,9070,8845,9450,9797,10783,11271,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29403,29188,29533,29750,30026,30504,26315,26500,26845,27062,27338,27816,20333,20343,20083,19953,19243,19233
2018-01-15,1699,1529,1359,1189,1359,1529,1260,1633,1451,1555,1407,1853,216,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,9,9,12,12,6,1,6,7,3,6,3,0,23,23,25,26,26,25,24,24,25,25,25,25,3088,3088,3088,3088,3088,3088,2595,3444,2965,3165,3444,3684,19380,19080,18990,18840,18770,18530,8229,8223,8780,9004,8477,8753,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,30092,29786,30253,30327,29730,29766,27004,26698,27165,27239,26642,26678,21863,21563,21473,21323,21253,21013
2018-01-16,0,0,0,0,339,509,1350,1260,1633,1451,1555,1407,216,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,20,21,22,18,14,28,21,22,21,17,13,32,32,34,34,32,30,31,33,33,33,31,30,2788,2788,2888,2788,2788,2788,1578,2488,2758,2749,2895,2985,18300,18000,17990,17930,18170,18500,11815,11115,11328,11115,10494,9756,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32598,31598,31801,31528,31147,30739,29810,28810,28913,28740,28359,27951,20783,20483,20473,20413,20653,20983
2018-01-17,0,0,169,339,509,849,1323,1350,1260,1633,1451,1555,216,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,31,31,24,22,24,22,29,27,22,19,21,12,35,35,34,33,33,30,33,33,33,30,28,27,2788,2788,2788,2888,2788,2788,1517,2075,2724,2974,2884,3034,18400,17800,17820,17990,18170,18310,11749,11818,10890,10773,10231,9705,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32632,32101,31193,31246,30884,30498,29844,29313,28405,28358,28096,27710,20883,20283,20303,20473,20653,20793
2018-01-18,509,849,679,849,1189,1359,1276,1323,1350,1260,1633,1451,216,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,13,14,13,13,12,23,13,14,14,12,10,9,33,32,32,30,29,27,29,29,29,29,26,24,2788,2788,2788,2788,2888,2788,1489,1961,2305,2954,3204,3015,18500,17730,17700,17930,18210,18660,11121,11126,11009,9870,9473,8760,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32104,31339,31192,30283,30166,29903,29316,28551,28404,27495,27278,27115,20983,20213,20183,20413,20693,21143
2018-01-19,0,0,0,0,0,169,1283,1276,1323,1350,1260,1633,216,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,18,18,18,18,17,12,19,20,21,20,19,15,35,35,36,35,35,33,34,34,36,35,34,32,2788,2788,2788,2788,2788,2888,1699,2137,2547,2542,3191,3441,18000,17500,17000,17000,17030,17220,11927,11982,12119,12151,11382,11246,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32410,31965,31602,31634,30895,30949,29622,29177,28814,28846,28107,28061,20483,19983,19483,19483,19513,19703
2018-01-20,0,0,0,0,0,0,1145,1283,1276,1323,1350,1260,216,335,335,335,335,335,0,0,0,0,0,0,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,26,24,25,23,22,27,28,27,27,26,22,47,47,46,43,42,41,45,46,44,42,42,42,2588,2588,2588,2588,2588,2588,2430,2777,2889,2919,2963,3210,15800,15500,16300,15600,15600,15580,13058,13149,12230,12947,12930,12613,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31341,31132,31013,31030,31013,30676,28753,28544,28425,28442,28425,28088,18283,17983,18783,18083,18083,18063
2018-01-21,0,0,0,0,0,0,1645,1145,1283,1276,1323,1350,217,335,335,335,335,335,0,0,0,0,0,0,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,29,30,28,29,28,31,31,31,31,31,31,33,42,44,45,44,43,46,44,43,45,44,45,47,2588,2588,2588,2588,2588,2588,1755,2309,2656,2417,2397,2541,16350,15610,15750,16500,15700,15600,13683,13369,13020,12502,13369,13352,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32516,31462,31253,31485,31552,31435,29928,28874,28665,28897,28964,28847,18833,18093,18233,18983,18183,18083
2018-01-22,0,0,0,0,0,0,1138,1645,1145,1283,1276,1323,216,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37,34,31,31,32,33,37,34,32,31,32,34,39,39,38,39,40,46,38,40,40,39,41,45,2788,2788,2788,2788,2788,2788,1919,2073,2325,2612,2322,2472,17630,17920,17190,17250,17450,16700,11932,11995,11973,11764,11847,12494,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32045,32398,31646,31497,31780,31677,29257,29610,28858,28709,28992,28889,20113,20403,19673,19733,19933,19183
2018-01-23,0,0,0,0,0,0,1240,1138,1645,1145,1283,1276,216,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,48,46,40,36,31,50,49,49,41,41,31,52,52,52,47,46,44,51,52,51,46,46,41,2788,2788,2788,2788,2788,2788,2405,2966,2805,3048,2762,2472,16420,16450,16930,16900,16750,17600,12758,12065,12253,11540,12114,11547,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31661,30998,31666,30923,31347,31630,28873,28210,28878,28135,28559,28842,18903,18933,19413,19383,19233,20083
2018-01-24,0,0,0,0,0,0,1345,1240,1138,1645,1145,1283,216,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36,37,36,36,29,26,32,31,33,33,20,18,45,44,44,44,38,38,37,38,40,39,38,37,2788,2788,2788,2788,2788,2788,2620,2880,3194,3062,3307,2922,17480,17870,17870,17670,17500,17000,11588,10833,10417,11256,10681,11704,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31551,31186,30770,31409,30664,31187,28763,28398,27982,28621,27876,28399,19963,20353,20353,20153,19983,19483
2018-01-25,1359,1189,1189,1019,679,679,1850,1345,1240,1138,1645,1145,217,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,2,0,-1,4,7,1,1,-1,-2,6,8,27,29,28,28,30,32,28,28,29,29,30,33,2788,2788,2788,2788,2788,2788,2179,2621,2984,3026,3276,3521,18530,18200,18280,18750,18530,17860,10125,9678,9130,8686,9503,9428,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31138,30361,29893,29919,30516,29771,28350,27573,27105,27131,27728,26983,21013,20683,20763,21233,21013,20343
2018-01-26,169,0,169,169,169,169,2043,1850,1345,1240,1138,1645,216,335,335,335,335,335,1,1,1,1,1,1,30038,30038,30038,30038,30038,30038,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,1,-1,1,-2,4,7,1,-3,-2,-3,4,32,33,32,31,31,32,34,35,35,34,34,35,2788,2788,2788,2788,2788,2788,1399,2167,2759,2804,2818,3068,17500,17610,17500,17660,18210,18080,13318,12416,11260,10950,10284,10671,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33301,32509,31243,31093,30977,31234,30513,29721,28455,28305,28189,28446,19983,20093,19983,20143,20693,20563
